date,dow,vtm,vleague,htm,hleague,daynt,parkid,attend,length,vatbats,vhit,vrbi,vwalk,vstrkout,hatbats,hhit,hrbi,hwalk,hstrkout
20220426,Tue,HOU,AL,TEX,AL,N,ARL03,16469,182,32,6,5,4,8,29,3,1,3,7
20220426,Tue,BOS,AL,TOR,AL,N,TOR02,22611,227,36,9,5,2,14,34,8,6,6,10
20220427,Wed,LAN,NL,ARI,NL,D,PHO01,15138,156,31,5,1,2,8,26,2,2,4,4
20220427,Wed,CHN,NL,ATL,NL,N,ATL03,30362,244,38,11,6,6,10,38,8,3,4,12
20220427,Wed,SDN,NL,CIN,NL,N,CIN09,9192,208,32,8,8,6,5,36,10,5,4,14
20220427,Wed,COL,NL,PHI,NL,N,PHI13,20127,200,36,12,3,2,7,33,12,7,3,9
20220427,Wed,MIL,NL,PIT,NL,N,PIT08,8331,181,32,4,3,4,6,27,1,0,7,12
20220427,Wed,OAK,AL,SFN,NL,N,SFO03,32014,180,33,7,1,2,11,29,3,0,3,7
20220427,Wed,NYN,NL,SLN,NL,D,STL10,34822,209,35,11,5,2,9,39,16,9,3,9
20220427,Wed,MIA,NL,WAS,NL,N,WAS11,13356,200,29,4,2,5,8,32,5,1,4,9
20220427,Wed,CLE,AL,ANA,AL,N,ANA01,28557,192,36,11,5,1,8,38,14,9,3,8
20220427,Wed,KCA,AL,CHA,AL,D,CHI12,12363,162,30,4,3,4,13,31,9,6,2,7
20220427,Wed,DET,AL,MIN,AL,N,MIN04,11829,143,29,2,0,1,10,31,9,5,3,3
20220427,Wed,BAL,AL,NYA,AL,N,NYC21,31122,177,31,5,2,1,8,31,8,4,2,9
20220427,Wed,SEA,AL,TBA,AL,N,STP01,7290,161,32,5,2,2,12,30,7,3,3,7
20220427,Wed,HOU,AL,TEX,AL,N,ARL03,20399,197,34,7,4,4,10,33,7,3,3,8
20220427,Wed,BOS,AL,TOR,AL,N,TOR02,20468,185,37,13,7,2,9,32,5,1,3,8
20220428,Thu,CHN,NL,ATL,NL,N,ATL03,34183,169,27,3,0,4,10,35,11,5,2,8
20220428,Thu,SDN,NL,CIN,NL,D,CIN09,10449,215,35,11,7,5,8,34,8,5,4,7
20220428,Thu,COL,NL,PHI,NL,D,PHI13,20098,188,31,5,1,6,10,28,4,7,5,9
20220428,Thu,MIL,NL,PIT,NL,D,PIT08,8332,188,36,9,3,3,13,32,6,2,0,11
20220428,Thu,ARI,NL,SLN,NL,N,STL10,33464,181,33,6,3,4,7,35,15,8,2,4
20220428,Thu,MIA,NL,WAS,NL,D,WAS11,12454,166,32,5,2,2,9,30,4,2,4,6
20220428,Thu,CLE,AL,ANA,AL,D,ANA01,18826,155,30,4,1,2,8,29,6,3,4,5
20220428,Thu,KCA,AL,CHA,AL,D,CHI12,11242,200,34,6,4,8,8,32,5,2,1,7
20220428,Thu,DET,AL,MIN,AL,D,MIN04,19365,189,36,11,1,3,6,35,12,6,3,8
20220428,Thu,BAL,AL,NYA,AL,D,NYC21,29268,231,40,14,5,3,12,34,12,9,4,9
20220428,Thu,SEA,AL,TBA,AL,D,STP01,6749,184,31,6,1,2,10,27,7,2,5,5
20220428,Thu,HOU,AL,TEX,AL,D,ARL03,19484,157,30,3,3,1,6,31,5,2,1,9
20220428,Thu,BOS,AL,TOR,AL,D,TOR02,23144,162,31,4,0,1,8,31,6,1,3,5
20220429,Fri,CIN,NL,COL,NL,N,DEN02,30206,205,34,12,4,4,3,39,14,10,8,11
20220429,Fri,DET,AL,LAN,NL,N,LOS03,49394,163,31,6,1,1,7,29,6,4,4,8
20220429,Fri,SEA,AL,MIA,NL,N,MIA02,9963,186,36,10,6,1,9,32,10,8,3,9
20220429,Fri,CHN,NL,MIL,NL,N,MIL06,29062,195,30,3,0,5,9,35,13,11,4,8
20220429,Fri,PHI,NL,NYN,NL,N,NYC20,32416,198,26,0,0,6,12,31,10,3,1,13
20220429,Fri,SDN,NL,PIT,NL,N,PIT08,9755,199,32,7,7,7,5,36,10,3,2,7
20220429,Fri,WAS,NL,SFN,NL,N,SFO03,38256,226,49,22,14,2,7,36,11,4,2,10
20220429,Fri,ARI,NL,SLN,NL,N,STL10,40753,204,33,9,6,6,8,32,5,1,3,5
20220429,Fri,BOS,AL,BAL,AL,N,BAL12,15685,177,33,6,2,2,4,31,5,1,4,10
20220429,Fri,ANA,AL,CHA,AL,N,CHI12,23709,199,38,13,5,2,10,30,3,1,1,6
20220429,Fri,NYA,AL,KCA,AL,N,KAN06,16460,178,36,10,11,2,7,31,8,2,2,5
20220429,Fri,CLE,AL,OAK,AL,N,OAK01,12910,201,36,11,9,5,11,35,10,8,1,9
20220429,Fri,MIN,AL,TBA,AL,N,STP01,9928,136,29,3,1,0,8,31,8,6,3,9
20220429,Fri,ATL,NL,TEX,AL,N,ARL03,25829,203,35,9,5,7,13,33,6,3,2,7
20220429,Fri,HOU,AL,TOR,AL,N,TOR02,35066,222,38,14,11,8,11,40,13,7,2,15
20220430,Sat,CIN,NL,COL,NL,N,DEN02,32179,151,31,5,2,0,8,26,5,3,4,4
20220430,Sat,DET,AL,LAN,NL,N,LOS03,52613,185,37,10,5,3,14,30,4,1,3,5
20220430,Sat,SEA,AL,MIA,NL,N,MIA02,29010,166,30,5,1,3,9,29,6,3,5,12
20220430,Sat,CHN,NL,MIL,NL,N,MIL06,37263,183,32,6,1,3,15,38,12,9,3,15
20220430,Sat,PHI,NL,NYN,NL,N,NYC20,40036,228,31,6,4,4,6,33,4,1,8,8
20220430,Sat,SDN,NL,PIT,NL,N,PIT08,20483,187,35,7,6,2,7,35,8,6,3,8
20220430,Sat,WAS,NL,SFN,NL,D,SFO03,33241,200,35,11,2,1,8,34,11,7,5,7
20220430,Sat,ARI,NL,SLN,NL,D,STL10,40144,158,33,5,2,0,8,30,2,0,1,5
20220430,Sat,BOS,AL,BAL,AL,N,BAL12,19927,189,36,7,1,3,6,34,5,1,1,9
20220430,Sat,ANA,AL,CHA,AL,D,CHI12,33762,175,32,6,0,1,8,31,10,4,2,6
20220430,Sat,NYA,AL,KCA,AL,N,KAN06,23965,188,30,8,2,8,5,34,7,0,3,7
20220430,Sat,CLE,AL,OAK,AL,D,OAK01,6707,162,33,9,3,3,7,33,8,1,1,7
20220430,Sat,MIN,AL,TBA,AL,D,STP01,18846,185,42,14,9,3,14,31,4,1,3,11
20220430,Sat,ATL,NL,TEX,AL,N,ARL03,36097,136,31,4,1,0,8,26,4,3,4,6
20220430,Sat,HOU,AL,TOR,AL,D,TOR02,40732,163,36,8,1,3,8,29,6,2,2,6
20220501,Sun,CIN,NL,COL,NL,D,DEN02,32574,176,29,4,1,2,5,36,12,10,5,8
20220501,Sun,DET,AL,LAN,NL,D,LOS03,51172,177,36,10,3,2,13,34,8,4,0,9
20220501,Sun,SEA,AL,MIA,NL,D,MIA02,16741,202,34,12,7,5,9,38,10,3,4,8
20220501,Sun,CHN,NL,MIL,NL,D,MIL06,35137,163,32,5,2,2,12,28,3,0,3,9
20220501,Sun,PHI,NL,NYN,NL,N,NYC20,30608,200,34,8,6,1,11,39,15,9,1,8
20220501,Sun,SDN,NL,PIT,NL,D,PIT08,8350,182,38,11,5,0,6,32,8,2,2,10
20220501,Sun,WAS,NL,SFN,NL,D,SFO03,38451,217,38,12,8,7,6,33,6,5,7,8
20220501,Sun,ARI,NL,SLN,NL,D,STL10,45123,194,33,7,5,3,12,34,9,6,2,6
20220501,Sun,BOS,AL,BAL,AL,D,BAL12,19117,199,35,11,5,4,7,35,13,9,4,6
20220501,Sun,ANA,AL,CHA,AL,D,CHI12,27664,195,32,8,5,9,6,37,12,5,3,3
20220501,Sun,NYA,AL,KCA,AL,D,KAN06,19706,203,34,8,6,5,7,36,11,2,2,8
20220501,Sun,CLE,AL,OAK,AL,D,OAK01,14945,193,36,9,6,6,6,32,6,3,3,10
20220501,Sun,MIN,AL,TBA,AL,D,STP01,14830,173,40,13,9,3,8,34,8,3,1,10
20220501,Sun,ATL,NL,TEX,AL,D,ARL03,38316,180,31,6,3,4,9,34,11,7,6,9
20220501,Sun,HOU,AL,TOR,AL,D,TOR02,31802,172,35,8,2,0,12,26,3,3,2,3
20220502,Mon,ARI,NL,MIA,NL,N,MIA02,6224,207,34,9,5,3,12,34,8,4,1,6
20220502,Mon,ATL,NL,NYN,NL,N,NYC20,23413,198,33,8,5,2,11,33,5,1,2,10
20220502,Mon,KCA,AL,SLN,NL,D,STL10,33963,160,32,5,0,0,8,27,4,1,1,4
20220502,Mon,MIN,AL,BAL,AL,N,BAL12,7427,176,32,7,2,1,8,29,4,1,2,8
20220502,Mon,ANA,AL,CHA,AL,D,CHI12,13112,159,29,2,0,0,15,29,7,3,3,4
20220502,Mon,SEA,AL,HOU,AL,N,HOU03,27321,168,28,5,0,3,5,32,8,3,2,4
20220502,Mon,TBA,AL,OAK,AL,N,OAK01,2488,157,39,12,5,0,8,29,2,1,1,9
20220502,Mon,NYA,AL,TOR,AL,N,TOR02,18577,174,35,8,3,0,6,33,9,2,2,9
20220503,Tue,CHA,AL,CHN,NL,N,CHI11,34206,181,31,7,3,2,3,32,6,1,3,12
20220503,Tue,WAS,NL,COL,NL,N,DEN02,20758,159,39,16,10,3,7,33,7,2,2,3
20220503,Tue,SFN,NL,LAN,NL,N,LOS03,43370,185,31,6,1,3,8,29,5,2,3,5
20220503,Tue,ARI,NL,MIA,NL,N,MIA02,6263,204,36,9,5,4,10,33,6,4,3,7
20220503,Tue,CIN,NL,MIL,NL,N,MIL06,21961,190,33,6,3,0,16,29,6,6,5,7
20220503,Tue,ATL,NL,NYN,NL,D,NYC20,0,169,32,5,4,4,12,30,8,5,3,5
20220503,Tue,ATL,NL,NYN,NL,D,NYC20,27206,138,32,7,0,2,5,31,9,3,1,4
20220503,Tue,TEX,AL,PHI,NL,N,PHI13,27788,185,37,9,6,2,10,36,11,4,1,9
20220503,Tue,MIN,AL,BAL,AL,N,BAL12,6678,180,35,10,7,3,7,34,7,2,1,8
20220503,Tue,ANA,AL,BOS,AL,N,BOS07,29793,143,27,3,0,3,5,31,9,4,1,3
20220503,Tue,SEA,AL,HOU,AL,N,HOU03,23796,192,30,4,0,2,7,28,5,4,6,4
20220503,Tue,SLN,NL,KCA,AL,N,KAN06,18788,167,30,6,1,4,2,36,15,6,3,5
20220503,Tue,TBA,AL,OAK,AL,N,OAK01,2815,201,42,14,10,3,8,37,10,7,3,8
20220503,Tue,NYA,AL,TOR,AL,N,TOR02,22491,177,38,10,9,3,12,34,8,1,0,7
20220504,Wed,CHA,AL,CHN,NL,N,CHI11,36755,185,34,9,4,2,6,31,5,3,2,12
20220504,Wed,WAS,NL,COL,NL,N,DEN02,19387,138,28,7,2,1,9,35,9,5,0,3
20220504,Wed,SFN,NL,LAN,NL,N,LOS03,52203,180,31,6,1,2,6,32,11,9,4,9
20220504,Wed,ARI,NL,MIA,NL,D,MIA02,7356,205,34,9,7,5,11,35,10,6,4,8
20220504,Wed,CIN,NL,MIL,NL,N,MIL06,25413,226,33,7,4,3,12,39,17,18,9,6
20220504,Wed,ATL,NL,NYN,NL,D,NYC20,23973,208,37,9,8,4,15,33,8,2,5,6
20220504,Wed,TEX,AL,PHI,NL,N,PHI13,21315,194,33,7,2,3,9,33,6,1,4,6
20220504,Wed,MIN,AL,BAL,AL,N,BAL12,7466,163,28,8,4,4,6,34,12,9,2,8
20220504,Wed,ANA,AL,BOS,AL,N,BOS07,27679,222,38,8,10,4,16,35,8,5,4,7
20220504,Wed,SDN,NL,CLE,AL,D,CLE08,0,195,33,6,5,5,10,34,7,4,6,5
20220504,Wed,SDN,NL,CLE,AL,D,CLE08,10244,226,33,5,5,10,13,37,11,6,4,4
20220504,Wed,PIT,NL,DET,AL,D,DET05,0,161,31,5,2,2,9,28,3,1,2,10
20220504,Wed,PIT,NL,DET,AL,D,DET05,15150,187,34,11,5,5,3,37,8,2,2,9
20220504,Wed,SEA,AL,HOU,AL,D,HOU03,24110,181,31,5,2,0,6,31,10,7,5,9
20220504,Wed,SLN,NL,KCA,AL,D,KAN06,12774,182,33,8,10,9,4,31,4,0,1,3
20220504,Wed,TBA,AL,OAK,AL,D,OAK01,4838,159,33,6,2,3,7,31,4,0,1,9
20220504,Wed,NYA,AL,TOR,AL,N,TOR02,29057,164,31,5,1,4,10,27,4,2,4,7
20220505,Thu,WAS,NL,COL,NL,D,DEN02,30139,205,39,15,6,3,2,34,10,9,3,11
20220505,Thu,CIN,NL,MIL,NL,D,MIL06,21715,185,37,9,5,1,11,36,12,10,2,15
20220505,Thu,NYN,NL,PHI,NL,N,PHI13,24040,195,38,11,8,1,9,39,12,7,2,6
20220505,Thu,MIA,NL,SDN,NL,N,SAN02,31034,170,31,5,1,1,6,27,5,2,5,8
20220505,Thu,SLN,NL,SFN,NL,N,SFO03,22562,181,38,12,7,2,7,34,10,1,4,5
20220505,Thu,MIN,AL,BAL,AL,N,BAL12,8652,183,32,9,3,4,5,34,11,5,0,12
20220505,Thu,ANA,AL,BOS,AL,D,BOS07,29476,175,35,8,8,2,12,34,6,0,0,13
20220505,Thu,TOR,AL,CLE,AL,N,CLE08,9104,183,36,9,5,1,10,34,11,6,2,3
20220505,Thu,DET,AL,HOU,AL,N,HOU03,24116,175,33,9,2,1,4,31,8,3,2,11
20220505,Thu,TBA,AL,SEA,AL,N,SEA03,17027,170,34,7,4,1,8,31,5,3,3,8
20220506,Fri,COL,NL,ARI,NL,N,PHO01,18551,167,32,7,1,3,8,29,6,4,4,7
20220506,Fri,MIL,NL,ATL,NL,N,ATL03,36307,195,39,11,5,4,11,28,3,3,3,11
20220506,Fri,MIA,NL,SDN,NL,N,SAN02,37585,199,33,6,2,1,4,29,5,3,6,8
20220506,Fri,SLN,NL,SFN,NL,N,SFO03,28898,172,33,6,3,2,13,32,7,2,2,9
20220506,Fri,WAS,NL,ANA,AL,N,ANA01,41923,148,29,4,0,4,6,27,5,3,6,10
20220506,Fri,CHA,AL,BOS,AL,N,BOS07,30944,209,32,10,4,5,7,31,6,2,4,7
20220506,Fri,DET,AL,HOU,AL,N,HOU03,38020,186,30,2,2,2,11,31,7,3,5,3
20220506,Fri,OAK,AL,MIN,AL,N,MIN04,17509,164,29,4,1,2,11,32,8,2,4,8
20220506,Fri,TBA,AL,SEA,AL,N,SEA03,26154,234,38,13,7,4,10,36,11,7,6,4
20220507,Sat,COL,NL,ARI,NL,N,PHO01,24133,199,36,8,3,2,8,31,6,1,6,6
20220507,Sat,MIL,NL,ATL,NL,N,ATL03,37857,177,32,7,2,1,11,32,8,3,3,8
20220507,Sat,LAN,NL,CHN,NL,D,CHI11,37594,163,36,11,6,4,7,29,5,0,2,5
20220507,Sat,LAN,NL,CHN,NL,N,CHI11,31520,185,30,3,6,9,10,34,6,2,2,11
20220507,Sat,PIT,NL,CIN,NL,D,CIN09,9267,189,34,8,2,2,12,31,8,9,5,11
20220507,Sat,PIT,NL,CIN,NL,N,CIN09,21448,226,39,13,8,5,14,33,7,5,6,10
20220507,Sat,MIA,NL,SDN,NL,N,SAN02,34709,174,37,10,8,4,11,32,5,0,2,5
20220507,Sat,SLN,NL,SFN,NL,D,SFO03,40113,202,40,14,7,3,10,32,9,13,8,6
20220507,Sat,WAS,NL,ANA,AL,N,ANA01,30666,182,37,10,7,3,11,34,7,3,3,7
20220507,Sat,CHA,AL,BOS,AL,D,BOS07,33026,222,40,11,3,1,11,37,7,1,3,10
20220507,Sat,TOR,AL,CLE,AL,D,CLE08,0,203,35,10,8,10,9,31,6,3,4,6
20220507,Sat,TOR,AL,CLE,AL,D,CLE08,16819,175,28,4,2,2,7,33,11,8,4,3
20220507,Sat,DET,AL,HOU,AL,D,HOU03,34109,181,36,11,2,2,10,28,4,3,6,9
20220507,Sat,OAK,AL,MIN,AL,D,MIN04,22272,175,29,3,0,3,15,28,5,1,2,9
20220507,Sat,TBA,AL,SEA,AL,N,SEA03,31589,181,35,10,7,6,5,32,6,2,2,8
20220508,Sun,COL,NL,ARI,NL,D,PHO01,19323,164,32,5,0,0,10,29,8,3,4,9
20220508,Sun,MIL,NL,ATL,NL,D,ATL03,36551,172,29,4,1,4,7,33,10,8,5,9
20220508,Sun,LAN,NL,CHN,NL,N,CHI11,31424,177,34,10,3,4,7,30,4,1,3,7
20220508,Sun,PIT,NL,CIN,NL,D,CIN09,17623,181,30,3,3,3,11,31,6,7,4,9
20220508,Sun,NYN,NL,PHI,NL,D,PHI13,0,178,30,6,1,3,10,34,11,3,1,11
20220508,Sun,NYN,NL,PHI,NL,D,PHI13,37133,195,35,8,5,5,9,34,6,1,1,8
20220508,Sun,MIA,NL,SDN,NL,D,SAN02,37937,187,31,5,2,1,9,34,8,3,2,9
20220508,Sun,SLN,NL,SFN,NL,D,SFO03,38193,188,33,6,3,5,10,30,7,4,7,1
20220508,Sun,WAS,NL,ANA,AL,D,ANA01,32337,206,35,11,4,3,9,32,8,5,7,11
20220508,Sun,KCA,AL,BAL,AL,D,BAL12,0,197,36,11,5,3,6,41,15,4,1,6
20220508,Sun,KCA,AL,BAL,AL,D,BAL12,19893,163,32,7,2,0,9,31,8,3,5,7
20220508,Sun,CHA,AL,BOS,AL,D,BOS07,28602,201,31,6,3,1,10,34,9,2,1,10
20220508,Sun,TOR,AL,CLE,AL,D,CLE08,14787,182,31,4,3,3,10,30,9,4,2,5
20220508,Sun,DET,AL,HOU,AL,D,HOU03,36934,164,28,1,0,3,11,28,5,5,6,12
20220508,Sun,OAK,AL,MIN,AL,D,MIN04,14295,199,34,8,3,2,10,31,9,4,1,5
20220508,Sun,TEX,AL,NYA,AL,D,NYC21,0,174,33,6,1,1,14,29,5,2,3,6
20220508,Sun,TEX,AL,NYA,AL,D,NYC21,40714,187,33,7,3,1,9,29,3,2,6,6
20220508,Sun,TBA,AL,SEA,AL,D,SEA03,32501,184,33,5,1,2,14,34,8,2,3,6
20220509,Mon,MIA,NL,ARI,NL,N,PHO01,11571,170,33,9,3,1,6,31,7,4,3,9
20220509,Mon,MIL,NL,CIN,NL,N,CIN09,10046,198,34,7,5,3,10,37,14,9,3,11
20220509,Mon,LAN,NL,PIT,NL,N,PIT08,8527,161,31,4,1,5,7,35,15,5,0,4
20220509,Mon,CHN,NL,SDN,NL,N,SAN02,41595,179,36,11,3,1,9,28,3,0,1,7
20220509,Mon,COL,NL,SFN,NL,N,SFO03,20039,195,36,11,4,2,16,31,11,7,5,3
20220509,Mon,TBA,AL,ANA,AL,N,ANA01,19537,182,38,10,2,2,13,35,11,11,3,8
20220509,Mon,KCA,AL,BAL,AL,D,BAL12,9438,173,33,6,1,3,7,32,9,4,3,5
20220509,Mon,CLE,AL,CHA,AL,N,CHI12,17168,253,47,12,11,4,11,42,7,8,7,9
20220509,Mon,OAK,AL,DET,AL,N,DET05,12674,169,32,6,2,2,6,29,4,0,2,8
20220509,Mon,TEX,AL,NYA,AL,D,NYC21,34866,161,28,2,0,4,11,27,5,1,4,9
20220509,Mon,PHI,NL,SEA,AL,N,SEA03,15881,181,44,17,9,2,10,30,4,0,3,12
20220510,Tue,MIA,NL,ARI,NL,N,PHO01,8855,197,37,9,3,1,8,33,11,8,6,9
20220510,Tue,BOS,AL,ATL,NL,N,ATL03,38378,227,38,11,9,7,10,32,6,4,5,10
20220510,Tue,MIL,NL,CIN,NL,N,CIN09,10445,230,34,9,5,7,8,32,6,4,5,13
20220510,Tue,LAN,NL,PIT,NL,N,PIT08,11583,182,41,15,11,3,10,30,4,1,7,6
20220510,Tue,CHN,NL,SDN,NL,N,SAN02,31047,188,37,10,3,2,12,33,11,5,5,7
20220510,Tue,COL,NL,SFN,NL,N,SFO03,21472,190,35,10,1,2,7,35,12,8,5,6
20220510,Tue,BAL,AL,SLN,NL,N,STL10,33649,173,37,11,5,1,7,31,7,3,0,12
20220510,Tue,NYN,NL,WAS,NL,N,WAS11,21955,188,34,8,4,7,10,31,8,2,1,7
20220510,Tue,TBA,AL,ANA,AL,N,ANA01,39313,139,27,0,0,1,2,41,18,12,1,6
20220510,Tue,CLE,AL,CHA,AL,N,CHI12,16025,163,32,7,1,3,5,32,9,4,0,3
20220510,Tue,OAK,AL,DET,AL,D,DET05,0,176,29,4,0,3,6,35,12,6,4,6
20220510,Tue,OAK,AL,DET,AL,D,DET05,13844,179,31,8,4,2,13,34,7,1,2,5
20220510,Tue,HOU,AL,MIN,AL,N,MIN04,16156,190,33,7,5,9,7,27,3,0,2,5
20220510,Tue,TOR,AL,NYA,AL,N,NYC21,41522,219,31,7,5,4,15,30,5,6,7,10
20220510,Tue,PHI,NL,SEA,AL,N,SEA03,16422,216,32,5,3,3,13,35,11,4,3,10
20220510,Tue,KCA,AL,TEX,AL,N,ARL03,15407,181,35,7,4,1,8,34,10,5,3,8
20220511,Wed,MIA,NL,ARI,NL,D,PHO01,9058,178,40,15,11,3,10,31,4,3,3,8
20220511,Wed,BOS,AL,ATL,NL,N,ATL03,37200,191,33,7,3,4,11,33,8,5,1,8
20220511,Wed,MIL,NL,CIN,NL,D,CIN09,11851,206,41,15,11,3,10,35,14,14,7,3
20220511,Wed,LAN,NL,PIT,NL,D,PIT08,11105,200,32,5,3,5,7,32,8,5,5,9
20220511,Wed,CHN,NL,SDN,NL,D,SAN02,29344,206,34,9,7,3,10,38,12,5,2,7
20220511,Wed,COL,NL,SFN,NL,D,SFO03,23341,194,30,4,1,2,10,35,10,7,5,12
20220511,Wed,BAL,AL,SLN,NL,N,STL10,34533,178,32,5,1,1,7,35,11,10,5,6
20220511,Wed,NYN,NL,WAS,NL,N,WAS11,19715,185,37,10,2,0,4,32,10,8,4,6
20220511,Wed,TBA,AL,ANA,AL,D,ANA01,21045,197,34,5,4,3,10,35,6,2,2,14
20220511,Wed,OAK,AL,DET,AL,N,DET05,15375,184,34,11,9,7,5,33,7,0,0,7
20220511,Wed,HOU,AL,MIN,AL,N,MIN04,,213,41,15,11,3,6,37,10,3,3,10
20220511,Wed,TOR,AL,NYA,AL,D,NYC21,42105,170,34,9,3,2,7,32,8,5,1,6
20220511,Wed,PHI,NL,SEA,AL,D,SEA03,16387,191,32,7,4,3,13,35,8,2,2,10
20220511,Wed,KCA,AL,TEX,AL,N,ARL03,15561,175,38,8,7,4,7,31,6,2,1,8
20220512,Thu,PHI,NL,LAN,NL,N,LOS03,46539,209,37,12,8,1,10,39,12,7,5,10
20220512,Thu,CIN,NL,PIT,NL,N,PIT08,9470,172,36,9,4,3,9,27,4,0,4,2
20220512,Thu,BAL,AL,SLN,NL,D,STL10,35198,185,35,8,3,0,7,29,6,2,3,9
20220512,Thu,NYN,NL,WAS,NL,D,WAS11,21213,165,30,5,4,5,6,29,4,1,1,5
20220512,Thu,NYA,AL,CHA,AL,N,CHI12,20050,236,40,15,15,7,14,36,8,6,4,8
20220512,Thu,OAK,AL,DET,AL,D,DET05,17565,177,31,5,5,4,5,32,6,3,3,3
20220512,Thu,HOU,AL,MIN,AL,D,MIN04,16918,200,35,9,4,6,9,34,7,0,2,13
20220512,Thu,KCA,AL,TEX,AL,N,ARL03,14994,172,32,5,1,5,9,30,6,2,5,6
20220513,Fri,CHN,NL,ARI,NL,N,PHO01,21765,176,30,5,3,4,7,35,12,3,1,7
20220513,Fri,SDN,NL,ATL,NL,N,ATL03,40635,222,42,16,11,3,9,38,12,6,4,9
20220513,Fri,KCA,AL,COL,NL,N,DEN02,35176,233,45,18,13,3,7,40,13,9,3,6
20220513,Fri,PHI,NL,LAN,NL,N,LOS03,50712,258,43,15,11,7,9,41,12,9,6,9
20220513,Fri,MIL,NL,MIA,NL,N,MIA02,9110,173,34,6,2,1,14,30,5,1,0,9
20220513,Fri,SEA,AL,NYN,NL,N,NYC20,36629,176,29,4,2,4,10,30,5,1,3,7
20220513,Fri,CIN,NL,PIT,NL,N,PIT08,12588,182,35,10,8,4,5,34,7,2,2,12
20220513,Fri,SFN,NL,SLN,NL,N,STL10,39612,186,34,8,8,7,8,31,6,2,3,1
20220513,Fri,HOU,AL,WAS,NL,N,WAS11,18433,165,33,7,6,2,6,34,8,1,2,6
20220513,Fri,NYA,AL,CHA,AL,N,CHI12,28877,201,39,14,10,4,7,36,9,3,1,11
20220513,Fri,BAL,AL,DET,AL,N,DET05,23941,190,34,8,2,7,8,29,6,4,3,8
20220513,Fri,CLE,AL,MIN,AL,N,MIN04,18711,206,37,9,8,7,12,34,13,11,5,8
20220513,Fri,ANA,AL,OAK,AL,N,OAK01,13992,150,33,6,2,0,8,27,2,0,2,6
20220513,Fri,TOR,AL,TBA,AL,N,STP01,10169,169,32,6,2,1,4,31,7,5,2,9
20220513,Fri,BOS,AL,TEX,AL,N,ARL03,28324,166,35,10,7,3,9,31,4,0,2,5
20220514,Sat,CHN,NL,ARI,NL,N,PHO01,25169,202,31,4,4,4,13,35,8,2,3,10
20220514,Sat,SDN,NL,ATL,NL,D,ATL03,40490,175,33,4,4,2,12,31,9,6,2,13
20220514,Sat,KCA,AL,COL,NL,N,DEN02,40534,159,32,5,4,1,9,31,10,10,5,7
20220514,Sat,PHI,NL,LAN,NL,N,LOS03,50279,158,36,10,8,0,6,32,5,3,4,10
20220514,Sat,MIL,NL,MIA,NL,N,MIA02,12941,210,34,8,3,0,11,36,11,8,4,9
20220514,Sat,SEA,AL,NYN,NL,N,NYC20,37140,210,34,9,4,5,12,31,7,5,1,5
20220514,Sat,CIN,NL,PIT,NL,N,PIT08,12959,174,30,4,1,4,7,27,5,2,2,7
20220514,Sat,SFN,NL,SLN,NL,D,STL10,44537,185,33,8,0,4,7,33,9,4,1,5
20220514,Sat,HOU,AL,WAS,NL,N,WAS11,22949,207,38,12,6,4,12,37,14,12,5,9
20220514,Sat,NYA,AL,CHA,AL,N,CHI12,32830,207,32,9,2,4,8,35,11,3,4,6
20220514,Sat,BAL,AL,DET,AL,D,DET05,28016,149,29,4,0,2,6,28,7,3,1,4
20220514,Sat,CLE,AL,MIN,AL,N,MIN04,22939,211,35,7,3,2,5,39,10,2,3,9
20220514,Sat,ANA,AL,OAK,AL,D,OAK01,12719,198,33,8,2,6,5,26,5,4,7,4
20220514,Sat,ANA,AL,OAK,AL,N,OAK01,7737,167,35,9,9,5,6,30,7,0,2,4
20220514,Sat,TOR,AL,TBA,AL,N,STP01,15195,183,34,7,5,3,7,32,6,1,2,7
20220514,Sat,BOS,AL,TEX,AL,N,ARL03,34462,203,39,14,11,4,9,34,7,3,1,7
20220515,Sun,CHN,NL,ARI,NL,D,PHO01,23309,185,35,8,3,1,10,32,6,1,2,11
20220515,Sun,SDN,NL,ATL,NL,D,ATL03,40114,213,40,7,6,3,12,38,5,2,4,16
20220515,Sun,KCA,AL,COL,NL,D,DEN02,34505,203,33,9,8,7,4,35,9,7,6,6
20220515,Sun,PHI,NL,LAN,NL,D,LOS03,51869,213,34,8,3,6,7,30,7,5,5,8
20220515,Sun,MIL,NL,MIA,NL,D,MIA02,11729,213,35,9,7,6,6,34,5,3,2,14
20220515,Sun,SEA,AL,NYN,NL,D,NYC20,38476,202,40,16,7,1,7,35,9,7,4,12
20220515,Sun,CIN,NL,PIT,NL,D,PIT08,10559,154,30,4,0,2,6,24,0,1,6,9
20220515,Sun,SFN,NL,SLN,NL,N,STL10,39703,185,33,7,6,4,6,41,17,15,6,3
20220515,Sun,HOU,AL,WAS,NL,D,WAS11,25915,187,37,11,7,3,7,30,4,0,4,8
20220515,Sun,NYA,AL,CHA,AL,D,CHI12,29500,152,29,2,4,5,6,31,4,1,0,8
20220515,Sun,BAL,AL,DET,AL,D,DET05,20080,180,31,4,1,2,16,31,12,5,2,5
20220515,Sun,CLE,AL,MIN,AL,D,MIN04,19850,158,33,6,1,0,9,28,4,3,2,4
20220515,Sun,ANA,AL,OAK,AL,D,OAK01,14668,209,36,9,4,1,15,29,5,1,4,4
